Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$,,,","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,"
1995 [1995],Germany,..,81.42754405,1.740986184,..,81.32899964,2512648.116,..,92532.845,7.091996958,7.6484E11,8.48607E11,450541.6766,450583.5272,523309.519,-0.028960618057351555,0.028960618057351555,523803,1.432661467,0.754545635,104.7353341
1995 [1995],India,..,39.24403489,10.22078561,..,39.3360443,..,27.6594842,22063,..,1.83194E11,1.76881E11,34720.87404,34709,995.0752113,,,994.55,32.41393189,32.41393189,..
1995 [1995],Italy,..,72.13623486,5.268429822,..,72.24331164,1312640.726,..,40747.27157,..,5.24266E11,5.83109E11,658.0275007,656.6441702,234856,-0.17841742059380533,0.17841742059380533,234042,1627.721202,0.754545635,..
1995 [1995],Japan,103.0295401,100.7302512,-0.129230898,..,101.0438233,5471654.981,157.7487646,182272.8342,3.153573522,1.65936E12,1.81882E12,335929.7014,336055.0831,441571,-0.019307010212967223,0.019307010212967223,442918,94.05986682,94.05986682,97.50806686
1995 [1995],United Kingdom,..,76.08053836,2.67034804,..,76.47523189,1342028.373,58.12789406,42929.12406,8.658333333,4.88465E11,5.18539E11,854.2427364,297933,153488.0066,-0.11373363405305591,0.11373363405305591,153577,0.633476239,0.633476239,..
1995 [1995],United States,73.24409549,70.06516835,2.805419689,73.07383755,70.32416958,7639900,42.91526499,90526.71093,5.591666667,2.34412E12,2.35123E12,743492.4814,743545,584742,0.02077913080014137,-0.02077913080014137,584740.4,1,1,68.96113869
1995Q1 [1995Q1],Brazil,..,..,..,..,..,198854.7003,..,..,..,..,..,13114.23805,12017,11002.57026,0.01061914949364664,-0.01061914949364664,9731,..,..,..
1995Q1 [1995Q1],Canada,..,..,..,..,..,146486.5736,..,..,..,..,..,55.75925155,47011,47512,-0.32396307444554767,0.32396307444554767,47.67829769,..,..,..
1995Q1 [1995Q1],China,..,..,..,..,..,165708.8368,..,..,..,..,..,30926.82094,23864.54163,38265.23348,-0.044284980099504274,0.044284980099504274,30944,..,..,..
1995Q1 [1995Q1],France,..,..,..,..,..,388066.0567,..,..,..,..,..,131.5515818,66903,90484.25404,-0.2328281510280309,0.2328281510280309,90055.21569,..,..,..
1995Q1 [1995Q1],Germany,..,..,..,..,..,600370.1577,..,..,..,..,..,110776.1553,109292.9578,127533.7783,-0.027912151836790085,0.027912151836790085,125310,..,..,..
1995Q1 [1995Q1],India,..,..,..,..,..,..,..,..,..,..,..,7946.606431,7965,223.5193269,,,243.1,..,..,..
1995Q1 [1995Q1],Italy,..,..,..,..,..,307954.5296,..,..,..,..,..,150.3508332,151.5725741,55323,-0.1791584271822966,0.1791584271822966,54783,..,..,..
1995Q1 [1995Q1],Japan,..,..,..,..,..,1315489.408,..,..,..,..,..,79616.34869,78711.94605,106666,-0.020562424254806314,0.020562424254806314,107130,..,..,..
1995Q1 [1995Q1],United Kingdom,..,..,..,..,..,329890.6743,..,..,..,..,..,180.4782154,73999,37645.04739,-0.11356662098465388,0.11356662098465388,37849,..,..,..
1995Q1 [1995Q1],United States,..,..,..,..,..,1880600,..,..,..,..,..,182863.8319,176093.6,141112,0.022201335690736995,-0.022201335690736995,141209.2,..,..,..
1995Q2 [1995Q2],Brazil,..,..,..,..,..,195384.8035,..,..,..,..,..,13676.73837,13657,11239.69831,0.01247302766819324,-0.01247302766819324,11719,..,..,..
1995Q2 [1995Q2],Canada,..,..,..,..,..,151119.4178,..,..,..,..,..,62.68039869,48616,47530.2,-0.3141060248401116,0.3141060248401116,50.31763985,..,..,..
1995Q2 [1995Q2],China,..,..,..,..,..,178753.4409,..,..,..,..,..,32954.31394,32728.44226,38737.8811,-0.0323549976486075,0.0323549976486075,38842,..,..,..
1995Q2 [1995Q2],France,..,..,..,..,..,409253.9413,..,..,..,..,..,98.10320727,70153,97469.85649,-0.23792502272165655,0.23792502272165655,99524.28403,..,..,..
1995Q2 [1995Q2],Germany,..,..,..,..,..,637798.5249,..,..,..,..,..,114083.1534,114395.1827,133330.929,-0.03017845737886875,0.03017845737886875,135089,..,..,..
1995Q2 [1995Q2],India,..,..,..,..,..,..,..,..,..,..,..,8482.369379,8366,238.4336503,,,229.38,..,..,..
1995Q2 [1995Q2],Italy,..,..,..,..,..,329140.536,..,..,..,..,..,152.1006961,153.6818015,57758,-0.17501915748201854,0.17501915748201854,59820,..,..,..
1995Q2 [1995Q2],Japan,..,..,..,..,..,1511290.795,..,..,..,..,..,86654.55489,87222.18846,118100,-0.020807011604937354,0.020807011604937354,116797,..,..,..
1995Q2 [1995Q2],United Kingdom,..,..,..,..,..,336934.6395,..,..,..,..,..,189.6571737,73425,37639.30598,-0.11114811128316773,0.11114811128316773,37521,..,..,..
1995Q2 [1995Q2],United States,..,..,..,..,..,1895300,..,..,..,..,..,186616.9894,187081.6,144360,0.022295673191579164,-0.022295673191579164,147054.8,..,..,..
1995Q3 [1995Q3],Brazil,..,..,..,..,..,192062.1164,..,..,..,..,..,11851.64911,12151,11800.12027,2.682925762032312E-4,-2.682925762032312E-4,12729,..,..,..
1995Q3 [1995Q3],Canada,..,..,..,..,..,153633.0258,..,..,..,..,..,63.95753011,50533,48006.4,-0.31205818033097676,0.31205818033097676,47.29025093,..,..,..
1995Q3 [1995Q3],China,..,..,..,..,..,189762.94,..,..,..,..,..,34404.89188,33996.749,36576.42175,-0.01144338230636603,0.01144338230636603,37215,..,..,..
1995Q3 [1995Q3],France,..,..,..,..,..,407136.8921,..,..,..,..,..,122.2744134,63256,92508.45658,-0.22691675443626544,0.22691675443626544,86301.55929,..,..,..
1995Q3 [1995Q3],Germany,..,..,..,..,..,635049.6403,..,..,..,..,..,112332.1766,109164.1096,130286.7236,-0.028272666986344865,0.028272666986344865,125690,..,..,..
1995Q3 [1995Q3],India,..,..,..,..,..,..,..,..,..,..,..,9192.271875,9148,246.8456413,,,239.82,..,..,..
1995Q3 [1995Q3],Italy,..,..,..,..,..,332925.8961,..,..,..,..,..,184.008604,180.3235441,59832,-0.17916296717898958,0.17916296717898958,55838,..,..,..
1995Q3 [1995Q3],Japan,..,..,..,..,..,1369932.277,..,..,..,..,..,83347.13421,82954.58915,109028,-0.018746084183254845,0.018746084183254845,108961,..,..,..
1995Q3 [1995Q3],United Kingdom,..,..,..,..,..,337453.438,..,..,..,..,..,232.9678334,74862,38639.12178,-0.11381171332621005,0.11381171332621005,37070,..,..,..
1995Q3 [1995Q3],United States,..,..,..,..,..,1920800,..,..,..,..,..,187121.5833,189724.8,148046,0.02034338988962932,-0.02034338988962932,143085,..,..,..
1995Q4 [1995Q4],Brazil,..,..,..,..,..,199463.9445,..,..,..,..,..,11371.34494,12145,12336.9789,-0.004841145413125023,0.004841145413125023,12328,..,..,..
1995Q4 [1995Q4],Canada,..,..,..,..,..,154996.2541,..,..,..,..,..,59.41936237,51644,49851.2,-0.3212450579967274,0.3212450579967274,51.51156255,..,..,..
1995Q4 [1995Q4],China,..,..,..,..,..,196324.5137,..,..,..,..,..,33845.9026,41495.63389,35919.32743,-0.010561212101960735,0.010561212101960735,41778,..,..,..
1995Q4 [1995Q4],France,..,..,..,..,..,411394.6157,..,..,..,..,..,150.9019185,70183,94159.30212,-0.22851149872620946,0.22851149872620946,99232.59439,..,..,..
1995Q4 [1995Q4],Germany,..,..,..,..,..,639429.7928,..,..,..,..,..,113350.1913,117731.2771,132158.0882,-0.02941354486728256,0.02941354486728256,137714,..,..,..
1995Q4 [1995Q4],India,..,..,..,..,..,..,..,..,..,..,..,9099.626353,9230,286.2765928,,,282.25,..,..,..
1995Q4 [1995Q4],Italy,..,..,..,..,..,342619.7643,..,..,..,..,..,171.5673673,171.0662505,61943,-0.18029150407859296,0.18029150407859296,63601,..,..,..
1995Q4 [1995Q4],Japan,..,..,..,..,..,1274942.5,..,..,..,..,..,86311.66363,87166.35943,107777,-0.016836317222149236,0.016836317222149236,110030,..,..,..
1995Q4 [1995Q4],United Kingdom,..,..,..,..,..,337749.6213,..,..,..,..,..,251.1395138,75647,39564.53142,-0.11639803400780305,0.11639803400780305,41137,..,..,..
1995Q4 [1995Q4],United States,..,..,..,..,..,1943200,..,..,..,..,..,186890.0768,190645,151224,0.018354300535199677,-0.018354300535199677,153391.4,..,..,..
1996 [1996],Brazil,44.82968187,43.45074611,15.77505161,44.78058981,43.45030952,849511.902,15.10200063,60110,..,3.61857E11,3.99533E11,53090.24405,53347,47836.47304,0.006184458390319296,-0.006184458390319296,47747,1.004733893,1.004733893,..
1996 [1996],Canada,80.71983274,76.79188256,1.580199905,80.34493012,77.2589053,630652.6403,34.27985476,20478.22549,9.608333333,1.89685E11,..,250.0075793,204448,204823,-0.32438299524661485,0.32438299524661485,208.9405608,1.363538332,1.363538332,..
1996 [1996],China,..,81.74576603,8.302950196,..,81.28983986,860300.819,..,107443.5146,..,..,..,140091.3545,138834.6259,150873.6335,-0.012533149756306356,0.012533149756306356,151047,8.31423109,8.31423109,..
1996 [1996],France,82.92023555,81.64115104,1.958397876,82.39007092,82.01909036,1617198.103,45.62223349,29855.77645,10.125,3.39824E11,3.47297E11,536.5297859,272579,371234.4561,-0.22922233561023414,0.22922233561023414,370835.6697,5.113992783,0.774460869,..
1996 [1996],Germany,86.1258147,82.59618842,1.435195407,85.68153323,82.49368003,2482361.336,39.6570153,90544.05013,7.744784974,7.65457E11,8.47629E11,456003.1497,455755.3075,524467.3993,-0.027580291638896214,0.027580291638896214,524182,1.504421062,0.774460869,101.0085275
1996 [1996],India,..,42.76743944,8.978191354,..,42.86758496,287154.5161,25.44385283,24110,..,1.99557E11,1.92805E11,37991.4198,37946,1170.503605,0.12822684001312143,-0.12822684001312143,1171.92,35.39530988,35.39530988,..
1996 [1996],Italy,75.82236842,74.95176864,3.903078366,74.59546926,75.06326826,1350240.623,..,53638.60862,..,5.15474E11,5.77837E11,685.6273978,684.8592484,250983,-0.18537242054388997,0.18537242054388997,252111,1541.788507,0.774460869,..
